name,base,type,frequency
Kindern,Kind,NN,990005.0928
denen,die,PDS,989299.9045
Landes,Land,NN,988088
28,28,ADJA,987445
per,per,APPR,986828
ihres,ihr,PPOSAT,986629.8109
27,27,ADJA,986197
z.,z.,APPRART,984317.0755
Möglichkeit,Möglichkeit,NN,982960
Bank,Bank,NN,982860
Ihnen,Sie|sie,PPER,981359
24,24,ADJA,978753
Alle,alle,PIAT,977371.819
Deshalb,deshalb,PROAV,977340
23,23,ADJA,974822
Erst,erst,ADV,972422
Liste,Liste,NN,970558.5715
Preis,Preis,NN,970129.7786
26,26,ADJA,969248
Autor,Autor,NN,968808
York,York,NE,968363
sonst,sonst,ADV,968194
Stück,Stück,NN,967690
Bayern,Bayern,NE,964021.8339
bis,bis,KOUS,962910.6048
www,www,NE,959913.9383
ehemaligen,ehemalig,ADJA,959909
Bedeutung,Bedeutung,NN,957329
erhielt,erhalten,VVFIN,956445
künftig,künftig,ADJD,954965
Unterstützung,Unterstützung,NN,953890
Kind,Kind,NN,953740
Viele,viele,PIAT,951256.0645
Hause,Haus,NN,949458.524
siehe,sehen,VVIMP,948845.7589
führte,führen,VVFIN,948765
amp,amp,NE,946965.7546
dürfte,dürfen,VMFIN,945645
Punkt,Punkt,NN,942969.1709
Gemeinden,Gemeinde,NN,939588.7689
meist,meist,ADV,938417
deren,die,PRELAT,937832.4751
Antrag,Antrag,NN,937145
fest,fest,PTKVZ,936092.9027
zusammen,zusammen,ADV,935889.5905
Kollegen,Kollege,NN,934443.3612
gehören,gehören,VVFIN,933459.0107
oben,oben,ADV,933111
mindestens,mindestens,ADV,932448
200,200,CARD,931739
Verlag,Verlag,NN,931552.1609
setzt,setzen,VVFIN,930749.5603
Paris,Paris,NE,930160
alle,alle,PIS,929881.1568
handelt,handeln,VVFIN,929570.1014
1997,1997,CARD,929195
Publikum,Publikum,NN,929080
direkt,direkt,ADJD,929060
Bau,Bau,NN,928743.0377
begann,beginnen,VVFIN,928564
meiner,mein,PPOSAT,927590.2596
innerhalb,innerhalb,APPR,924574.9886
spricht,sprechen,VVFIN,920896
tatsächlich,tatsächlich,ADJD,920715
Paul,Paul,NE,920373
Hälfte,Hälfte,NN,920364.3501
Kopf,Kopf,NN,916610.3061
nachdem,nachdem,KOUS,915248
gewann,gewinnen,VVFIN,914153
22,22,CARD,913320
Sommer,Sommer,NN,912050.2982
unserem,unser,PPOSAT,910607.3805
Bilder,Bild,NN,909887
Jürgen,Jürgen,NE,909759.4444
Interesse,Interesse,NN,909324
Geburtstag,Geburtstag,NN,909159
Führung,Führung,NN,908760
Auto,Auto,NN,908480
Ob,ob,KOUS,908150.556
Weise,Weise,NN,907945.217
durchaus,durchaus,ADV,905928
Werk,Werk,NN,905781
genannt,nennen,VVPP,905061
Kunden,Kunde,NN,904763.5542
Staaten,Staat,NN,904718.0663
hohen,hoch,ADJA,903963
genommen,nehmen,VVPP,902761
heutigen,heutig,ADJA,902356
politische,politisch,ADJA,900987
sofort,sofort,ADV,900352
genug,genug,ADV,899938
Friedrich,Friedrich,NE,898245
Monate,Monat,NN,898100.5094
danach,danach,PROAV,897081
Beitrag,Beitrag,NN,896608
hin,hin,PTKVZ,895225.0182
29,29,ADJA,894911
jede,jede,PIAT,893565.8898
Werner,Werner,NE,892769
erreicht,erreichen,VVPP,891584.8447
Opfer,Opfer,NN,890092
London,London,NE,888505
1996,1996,CARD,886397
etwas,etwas,PIS,883453.5402
halten,halten,VVINF,882999.7327
zeigte,zeigen,VVFIN,882509
SG,SG,NE,878522.5197
Zusammenarbeit,Zusammenarbeit,NN,875551
Bühne,Bühne,NN,874486
Walter,Walter,NE,874073
Ländern,Land,NN,873169.995
meint,meinen,VVFIN,872160.3649
Krieg,Krieg,NN,871691.2977
Sicherheit,Sicherheit,NN,869630
bislang,bislang,ADV,868207
gesehen,sehen,VVPP,867825
gehen,gehen,VVFIN,865523.7879
weiter,weiter,PTKVZ,865307.1088
öffentlichen,öffentlich,ADJA,863783
offenbar,offenbar,ADJD,862252.3868
Stefan,Stefan,NE,861136
warum,warum,PWAV,860372
lag,liegen,VVFIN,860267
Angebot,Angebot,NN,857812
Bericht,Bericht,NN,857111.3744
Länder,Land,NN,856942
a,a,FM,856405
Meine,mein,PPOSAT,856243.4626
mein,mein,PPOSAT,856207.8131
Name,Name,NN,848278
Johann,Johann,NE,847602
endlich,endlich,ADV,847227.0127
jemand,jemand,PIS,846856
CEST,UNKNOWN,NN,846215.8507
Kampf,Kampf,NN,846128
gewählt,wählen,VVPP,846008
Klasse,Klasse,NN,845823.4539
Druck,Druck,NN,845821
bringt,bringen,VVFIN,844147.787
Alter,Alter,NN,843536.5711
ganzen,ganz,ADJA,842806
darum,darum,PROAV,841390
neun,neun,CARD,840226
Tochter,Tochter,NN,839816
Zürich,Zürich,NE,839397
groß,groß,ADJD,838817.9174
Satz,Satz,NN,838086
neues,neu,ADJA,837368
Nürnberg,Nürnberg,NE,837194
sowohl,sowohl,KON,836522
Augen,Auge,NN,835624.7615
{,unknown,ADJA,835579.2928
Maria,Maria,NE,834581
verloren,verlieren,VVPP,832790.5688
bzw.,bzw.,KOKOM,831069.3226
S,S,NN,829092
Minute,Minute,NN,828774.5209
2013,@card@,CARD,826989
einzige,einzig,ADJA,826834
zwölf,zwölf,CARD,826471
obwohl,obwohl,KOUS,826176
Union,Union,NN,824072.0389
Robert,Robert,NE,822972.1522
neuer,neu,ADJA,822196.3967
spielte,spielen,VVFIN,821416
setzte,setzen,VVFIN,821364
Aufgabe,Aufgabe,NN,820633
{,unknown,NN,820100.5926
aufgrund,aufgrund,APPR,819340
erster,erst,ADJA,819161
wissen,wissen,VVINF,818882.6171
Schulen,Schule,NN,818423.9325
finden,finden,VVFIN,817817.3143
hoch,hoch,ADJD,817467.8702
Sprache,Sprache,NN,817039
gebe,geben,VVFIN,816617
80,80,CARD,816162
Nachdem,nachdem,KOUS,815822
19.3,19.3,CARD,815706
Gespräch,Gespräch,NN,815130
1995,1995,CARD,813731
Gericht,Gericht,NN,813432.6427
berichtete,berichten,VVFIN,813398.6207
Vergleich,Vergleich,NN,812940
Werke,Werk,NN,812800.0889
offen,offen,ADJD,812271.921
Josef,Josef,NE,811774
Dieses,diese,PDAT,811177.8537
Sicht,Sicht,NN,810195.8599
Wiener,Wiener,ADJA,810117.9659
Ab,ab,APPR,808774.7136
Tor,Tor,NN,807961.9303
Staat,Staat,NN,805677
dürfen,dürfen,VMFIN,805450.6185
geführt,führen,VVPP,805145
Gebäude,Gebäude,NN,805100
Reihe,Reihe,NN,803879.814
Gerhard,Gerhard,NE,803681
brachte,bringen,VVFIN,803425
Leiter,Leiter,NN,803075
I,I,FM,802769.3241
größten,groß,ADJA,802025.811
EU,EU,NE,801073.252
500,500,CARD,800685
Zahlen,Zahl,NN,799678.6233
geplant,planen,VVPP,799253
wollten,wollen,VMFIN,798125
an,an,APZR,797604.9978
s,s,NN,797470
jedem,jede,PIAT,797257.8426
Zeiten,Zeit,NN,796453.6336
lediglich,lediglich,ADV,795841
Köln,Köln,NE,794798
Warum,warum,PWAV,794425
Kultur,Kultur,NN,794411
mussten,müssen,VMFIN,794095
Stuttgart,Stuttgart,NE,793751.3795
bekommen,bekommen,VVINF,792955.3475
Tel.,Tel.,NN,791528
Zusammenhang,Zusammenhang,NN,790392
frei,frei,ADJD,789831.5923
Tore,Tor,NN,789704
Museum,Museum,NN,789563
Kraft,Kraft,NN,789423.1221
hieß,heißen,VVFIN,788689
m,m,NN,788619
beide,beide,PIAT,787856.7661
braucht,brauchen,VVFIN,786980.8222
1994,1994,CARD,786819
befindet,befinden,VVFIN,785751.0831
insbesondere,insbesondere,ADV,785698
Idee,Idee,NN,785273
A,A,NN,783846.6433
China,China,NE,783489
solchen,solche,PIAT,782514.9757
erzählt,erzählen,VVFIN,782240.0948
Künstler,Künstler,NN,781634
internationalen,international,ADJA,780890
gewinnen,gewinnen,VVINF,779385.8142
lassen,lassen,VVFIN,778617.4068
31,31,ADJA,778358
Runde,Runde,NN,778139.2448
führen,führen,VVINF,777967.787
anderen,andere,PIS,777510.5169
Mainz,Mainz,NE,775451
Italien,Italien,NE,774618.4359
Theater,Theater,NN,774348
nächste,nah,ADJA,774260
CSU,CSU,NE,769898.3227
Frank,Frank,NE,769176.2766
erhalten,erhalten,VVINF,768427.5488
Begriff,Begriff,NN,767836.2586
70,70,CARD,767379
schön,schön,ADJD,767333.7824
hohe,hoch,ADJA,765822
Liebe,Liebe,NN,765729.5248
Bereits,bereits,ADV,765190
Redaktion,Redaktion,NN,765087
meinte,meinen,VVFIN,763776
John,John,NE,763756
Wert,Wert,NN,762509.2008
wobei,wobei,PWAV,762164
stellen,stellen,VVINF,761184.2168
weniger,wenige,PIAT,760905.5356
24,24,CARD,760030
Start,Start,NN,759629.2074
niemand,niemand,PIS,758934
Mehrheit,Mehrheit,NN,758312
gleichen,gleich,ADJA,754937.1366
Koblenz,Koblenz,NE,753786
Zuschauer,Zuschauer,NN,753535
Gesetz,Gesetz,NN,753098
längst,längst,ADV,752253
Lösung,Lösung,NN,751606
eines,eine,PIS,751605.9278
Arbeiten,Arbeit,NN,749093.5211
Schritt,Schritt,NN,746732.0364
Oder,oder,KON,746096.1286
Rede,Rede,NN,745492.4641
läuft,laufen,VVFIN,745341
erreichen,erreichen,VVINF,744023.9665
Glück,Glück,NN,742417
Stunde,Stunde,NN,741075.4721
teilte,teilen,VVFIN,740161
Die,die,PDS,739020.6149
Gegner,Gegner,NN,738595
unser,unser,PPOSAT,738178.6928
sah,sehen,VVFIN,738128
Vielleicht,vielleicht,ADV,738023
Bund,Bund,NN,737816
jedes,jede,PIAT,737684.9004
zahlreiche,zahlreich,ADJA,737487
fällt,fallen|fällen,VVFIN,735616
schaffen,schaffen,VVINF,734778.1122
Veröffentlichung,Veröffentlichung,NN,733566
Veranstaltung,Veranstaltung,NN,733351
darin,darin,PROAV,731890
Chancen,Chance,NN,731784.4639
europäischen,europäisch,ADJA,731693
nach,nach,PTKVZ,731279.6434
ohne,ohne,KOUI,728103.502
23,23,CARD,727615
Spiele,Spiel,NN,727368.8342
verschiedene,verschieden,ADJA,725503
Schmidt,Schmidt,NE,724538
einzelnen,einzeln,ADJA,722893
Dem,die,ART,721802.2442
größte,groß,ADJA,721293
je,je,ADV,720960.2348
Medien,Medium,NN,719497.996
Herbst,Herbst,NN,719289.9934
Sprecher,Sprecher,NN,718791
Neue,neu,ADJA,717538.4296
damit,damit,KOUS,717412.966
Boden,Boden,NN,717246.8561
Stimmen,Stimme,NN,717137.7662
zog,ziehen,VVFIN,715956
Bundesregierung,Bundesregierung,NN,715896
Teilnehmer,Teilnehmer,NN,713612
spielen,spielen,VVINF,713422.4074
teilweise,teilweise,ADV,712405.2403
Angst,Angst,NN,712347
Georg,Georg,NE,712220
Partie,Partie,NN,712184
voll,voll,ADJD,711059.3018
großer,groß,ADJA,710188
Bis,bis,APPR,710128.5578
sprach,sprechen,VVFIN,709979
Ausbildung,Ausbildung,NN,708794
Chef,Chef,NN,708682
Nein,nein,PTKANT,708098.2067
Landkreis,Landkreis,NN,707260
1990,1990,CARD,707169
wären,sein,VAFIN,706775
dennoch,dennoch,ADV,706743
B.,B.,NN,705961.4364
machen,machen,VVFIN,705896.5162
Jugendliche,Jugendliche,NN,705672.9218
Jahrhunderts,Jahrhundert,NN,705472
ehemalige,ehemalig,ADJA,705265
Vertreter,Vertreter,NN,704326
Nähe,Nähe,NN,703666.9573
berichtet,berichten,VVFIN,702970.6462
Quellen,Quelle,NN,702793.6017
dadurch,dadurch,PROAV,701784
Leistung,Leistung,NN,701228
erfolgreich,erfolgreich,ADJD,701137
Helmut,Helmut,NE,699540
hingegen,hingegen,ADV,697867
fehlt,fehlen,VVFIN,696418.277
1992,1992,CARD,695618
mittlerweile,mittlerweile,ADV,695172
gewonnen,gewinnen,VVPP,694252
Meister,Meister,NN,693243.2633
Linie,Linie,NN,692868
Ernst,Ernst,NE,692822.4809
1993,1993,CARD,692419
weder,weder,KON,691794
leider,leider,ADV,690257
Betrieb,Betrieb,NN,690248.7366
verwendet,verwenden,VVPP,688931.0032
wolle,wollen,VMFIN,688770
verletzt,verletzen,VVPP,686970.562
wenigen,wenige,PIAT,686878.0535
Person,Person,NN,685717
außerdem,außerdem,ADV,684644.2085
##,unknown,NE,683576.9945
Wilhelm,Wilhelm,NE,683464
Besuch,Besuch,NN,682209
morgen,morgen,ADV,681951
Einen,eine,ART,681567.0017
etwas,etwas,PIAT,681343.6993
90,90,CARD,680472
eingesetzt,einsetzen,VVPP,680407
Laut,laut,APPR,680236.7027
Feuerwehr,Feuerwehr,NN,680052
Soldaten,Soldat,NN,679864.0354
M.,M.,NE,676602.4407
300,300,CARD,676596
B,B,NN,675077.477
trifft,treffen,VVFIN,674899
einen,eine,PIS,673426.2682
Verfahren,Verfahren,NN,673383.3683
Stand,Stand,NN,673036.3025
Gegen,gegen,APPR,671190
Vom,vom,APPRART,670855
je,je,APPR,670767.514
Heinrich,Heinrich,NE,670551.9776
Trotz,trotz,APPR,670087.185
Ist,sein,VAFIN,670001
zufrieden,zufrieden,ADJD,669948.2007
Leitung,Leitung,NN,669906
mehreren,mehrere,PIAT,669811.0402
lange,lang,ADJA,669586.5199
Sport,Sport,NN,669430.4419
Markus,Markus,NE,669169
bedeutet,bedeuten,VVFIN,668952.6657
Mensch,Mensch,NN,668566
Jugendlichen,Jugendliche,NN,668289.1204
stets,stets,ADV,667302
gezeigt,zeigen,VVPP,665637
mir,ich,PRF,665058.163
Mär,Mär,NN,664514
Alexander,Alexander,NE,663997
Mittel,Mittel,NN,663774.2217
Insgesamt,insgesamt,ADV,663701
M,M,NE,663352.961
gern,gern,ADV,662801
Bahn,Bahn,NN,662612
Weil,weil,KOUS,661847.991
http,UNKNOWN,NN,661165.431
bevor,bevor,KOUS,660691.2269
Dieter,Dieter,NE,660236
dessen,die,PRELAT,659659.4716
Also,also,ADV,659307
jedenfalls,jedenfalls,ADV,656922
Danach,danach,PROAV,656163
betonte,betonen,VVFIN,655914.5899
0,@card@,CARD,655738
Gefahr,Gefahr,NN,655640
Dinge,Ding,NN,655457
finde,finden,VVFIN,654007.3105
Text,Text,NN,653316
Themen,Thema,NN,652884.3165
Vorsitzende,Vorsitzende,NN,652726.5814
Hannover,Hannover,NE,652673
gleichzeitig,gleichzeitig,ADJD,652592
Dafür,dafür,PROAV,652459
geschrieben,schreiben,VVPP,652283
David,David,NE,651628
tätig,tätig,ADJD,651355.2568
Sinn,Sinn,NN,650560
Parlament,Parlament,NN,650256.4662
Jugend,Jugend,NN,649712.221
u.,und,KON,649370.3486
Familien,Familie,NN,648477.1523
Fehler,Fehler,NN,648002
Gebiet,Gebiet,NN,647616.3113
Parteien,Partei,NN,647485.094
1991,1991,CARD,646983
Vertrag,Vertrag,NN,646848
GmbH,GmbH,NN,645607
mag,mögen,VMFIN,645480
Sitzung,Sitzung,NN,645434
langen,lang,ADJA,645115.496
Aktion,Aktion,NN,644284
Natur,Natur,NN,643443
falsch,falsch,ADJD,643431.3068
schreibt,schreiben,VVFIN,643000.9273
Rang,Rang,NN,642236.8673
Weitere,weit,ADJA,641634.867
Mannheim,Mannheim,NE,641156.3517
Fischer,Fischer,NE,640799.5144
wissen,wissen,VVFIN,639931.8831
Mehr,mehr,ADV,639586.1402
DM,DM,NN,638963.9467
Hintergrund,Hintergrund,NN,638499
Roman,Roman,NN,638270
somit,somit,ADV,638070
häufig,häufig,ADJD,634786
trat,treten,VVFIN,634586
Johannes,Johannes,NE,634092
gelang,gelingen,VVFIN,633145.0766
Möglichkeiten,Möglichkeit,NN,632024.7238
Lehrer,Lehrer,NN,631775
Deutschen,Deutsche,NN,631300.9384
fiel,fallen,VVFIN,629767
Vergangenheit,Vergangenheit,NN,629619
gesetzt,setzen,VVPP,628868
Antwort,Antwort,NN,628191.1609
Bonn,Bonn,NE,628041
Karriere,Karriere,NN,627991
wollen,wollen,VMINF,625885.5342
gegründet,gründen,VVPP,625229
Konzert,Konzert,NN,625204.8614
35,35,CARD,624649
entscheiden,entscheiden,VVINF,624443.0428
die,die,PDS,623033.3437
amp,amp,XY,622979.831
lädt,laden,VVFIN,622957
Quelle,Quelle,NN,622807.7426
selber,selber,ADV,622715
Motto,Motto,NN,622678
J.,J.,NE,622553
Konzept,Konzept,NN,622317.7255
anderer,ander,ADJA,622114.2561
Daten,Datum,NN,621581.6475
Osten,Osten,NN,621321.8147
aufgenommen,aufnehmen,VVPP,621163
heraus,heraus,PTKVZ,621042.6894
hielt,halten,VVFIN,620986
Christoph,Christoph,NE,620864
Monat,Monat,NN,620858
entfernt,entfernt,ADJD,620449.0935
früheren,früh,ADJA,619739
Dorf,Dorf,NN,619630
Manfred,Manfred,NE,619336
Licht,Licht,NN,618080.4751
Minister,Minister,NN,617695.587
Otto,Otto,NE,617003
wichtige,wichtig,ADJA,616834
Folgen,Folge,NN,616806.7192
Streit,Streit,NN,615045
Zwar,zwar,ADV,615008
Rennen,Rennen,NN,614940.2197
weltweit,weltweit,ADJD,613173
Punkten,Punkt,NN,612932.5945
Karten,Karte,NN,612307.6151
gesamte,gesamt,ADJA,612090
Gewalt,Gewalt,NN,610715.4405
Täter,Täter,NN,610646
sehen,sehen,VVFIN,609844.8659
System,System,NN,609707
amerikanischen,amerikanisch,ADJA,609036
Luft,Luft,NN,608961.4251
geboren,gebären,VVPP,608578
Drei,drei,CARD,608394.8411
Westen,Weste|Westen,NN,608091.4689
Vorstand,Vorstand,NN,607209.7585
französischen,französisch,ADJA,606737
Koalition,Koalition,NN,606546
Fans,Fan,NN,603963
Daniel,Daniel,NE,603765
Öffentlichkeit,Öffentlichkeit,NN,603520
Urteil,Urteil,NN,603017
gingen,gehen,VVFIN,602754
I.,I.,NE,600877.1484
links,links,ADV,600703.6418
nichts,nichts,PIAT,600456.2918
#,#,XY,600160
Kein,keine,PIAT,600151
Landesregierung,Landesregierung,NN,599471
Vorsitzender,Vorsitzende,NN,599378.4748
trotzdem,trotzdem,PROAV,599322.045
DIE,DIE,NE,598970
erhalten,erhalten,VVPP,598959.9666
verkauft,verkaufen,VVPP,597886.4014
gespielt,spielen,VVPP,597678.4952
Gruppen,Gruppe,NN,597360.9366
Abschnitt,Abschnitt,NN,597015.9556
Treffen,Treffen,NN,595497.2705
Sinne,Sinn,NN,595232.8219
Freude,Freude,NN,594849
stellen,stellen,VVFIN,594609.0582
schlecht,schlecht,ADJD,594583.6882
glaube,glauben,VVFIN,594548
1:00,1:00,CARD,594354
Wo,wo,PWAV,594190
Stellen,Stelle,NN,593483.5924
Freunde,Freund,NN,592730.5452
beste,gut,ADJA,592222
bekannt,bekennen,VVPP,591902.0971
gesamten,gesamt,ADJA,589035
fordert,fordern,VVFIN,588010.0232
II.,II.,NE,587556
Hermann,Hermann,NE,586797
Präsidenten,Präsident,NN,586252.3721
ca.,ca.,ADV,586159
Einwohner,Einwohner,NN,585874
selten,selten,ADJD,585553
TV,TV,NE,585395.0201
Winter,Winter,NN,585274
Bildung,Bildung,NN,585038
Spielen,Spiel,NN,584735.5005
Bremen,Bremen,NE,584367.7005
Nummer,Nummer,NN,583982
Geschäftsführer,Geschäftsführer,NN,583562
Strecke,Strecke,NN,583419.1709
trägt,tragen,VVFIN,583407
lebt,leben,VVFIN,583193.994
Zentrum,Zentrum,NN,582642
Datei,Datei,NN,581949
1989,1989,CARD,581897
Verantwortung,Verantwortung,NN,581644
möglichst,möglichst,ADV,581577.3103
durch,durch,PTKVZ,581431.1909
alt,alt,ADJD,580924
Firmen,Firma,NN,580918.6694
standen,stehen,VVFIN,580777
entwickelt,entwickeln,VVPP,580230.881
unterwegs,unterwegs,ADV,579362
Tat,Tat,NN,579278.4192
Fußball,Fußball,NN,578899
Tiere,Tier,NN,578745
n1,unknown,NE,578514.6625
Liga,Liga,NN,578367
länger,lang,ADJD,577745
SC,SC,NE,577152.1169
übrigens,übrigens,ADV,575974
CET,unknown,ADJA,575696.6643
Fraktion,Fraktion,NN,575587
bereit,bereit,ADJD,575207.6718
begonnen,beginnen,VVPP,575018
/www,unknown,NN,574782.2605
Dennoch,dennoch,ADV,574183
Heinz,Heinz,NE,574129
feiert,feiern,VVFIN,573859.9368
Insel,Insel,NN,573609
zieht,zeihen|ziehen,VVFIN,572317
Experten,Experte,NN,571882.2417
Nr.,Nr.,NN,570889
Gründen,Grund,NN,570580.8616
Aufgaben,Aufgabe,NN,570339.5291
Anteil,Anteil,NN,570143.0323
Professor,Professor,NN,569234
wenige,wenige,PIAT,568672.7625
Polen,Polen,NE,568638.2208
müssten,müssen,VMFIN,568373
Zeitpunkt,Zeitpunkt,NN,568096.1426
all,all,PIAT,567507.994
geben,geben,VVFIN,567497.2913
Ministerpräsident,Ministerpräsident,NN,567496.8345
Zeichen,Zeichen,NN,566989.5631
1945,1945,CARD,566485
Gott,Gott,NN,566465
Spaß,Spaß,NN,566373
Macht,Macht,NN,566265.0496
Ausland,Ausland,NN,565834
zeigen,zeigen,VVINF,565200.743
Leistungen,Leistung,NN,565128.9975
Auftrag,Auftrag,NN,564056
Pause,Pause,NN,563938.6262
DDR,DDR,NE,563474.0703
bekommt,bekommen,VVFIN,563425.5715
Heimat,Heimat,NN,563230
Richard,Richard,NE,563208
Schloss,Schloß,NN,563021.8288
unseren,unser,PPOSAT,562968.8448
indem,indem,KOUS,562818
Organisation,Organisation,NN,562634
täglich,täglich,ADJD,562558
diesmal,diesmal,ADV,562187
Hauptstadt,Hauptstadt,NN,560719
Serie,Serie,NN,560461
Abschluss,Abschluß,NN,560303
elf,elf,CARD,559956
stehen,stehen,VVINF,559624.5923
Verwaltung,Verwaltung,NN,559043
Grenzen,Grenze,NN,558938.3303
Rat,Rat,NN,558804.0932
Maßnahmen,Maßnahme,NN,558488.45
CET,UNKNOWN,NN,558391.5467
hin,hin,ADV,558105.9274
Um,um,KOUI,558088.4629
Bis,bis,KON,558015.2415
Spitze,Spitze,NN,557546.1026
erhält,erhalten,VVFIN,557453
Okt.,unknown,NN,557253.5395
Autos,Auto,NN,556970
her,her,PTKVZ,556297.8755
lieber,lieb,ADJD,555434.4661
geschlossen,schließen,VVPP,555170
Teams,Team,NN,555096
Jan,Jan,NE,554354.5666
Grad,Grad,NN,553693
bezeichnet,bezeichnen,VVPP,553369.9059
Herrn,Herr,NN,552877
genutzt,nutzen,VVPP,552574
stärker,stark,ADJD,552514
erwartet,erwarten,VVPP,552336.101
Ergebnisse,Ergebnis,NN,551993
Qualität,Qualität,NN,551718
spielen,spielen,VVFIN,551435.4345
},unknown,NN,550820.5547
leisten,leisten,VVINF,550563.9173
brauchen,brauchen,VVFIN,550509.781
früher,früher,ADV,550195.639
zufolge,zufolge,APPO,550172.337
erkennen,erkennen,VVINF,549998.1938
müsste,müssen,VMFIN,549730
notwendig,notwendig,ADJD,549303
Niederlage,Niederlage,NN,548295
Schauspieler,Schauspieler,NN,548276
Engagement,Engagement,NN,548254.4171
erinnert,erinnern,VVFIN,548013.2262
Hinweise,Hinweis,NN,547809.7945
Menge,Menge,NN,547434.2648
Vorjahr,Vorjahr,NN,547379
Behörden,Behörde,NN,546887.982
hinaus,hinaus,PTKVZ,546860.9001
solle,sollen,VMFIN,546490
tritt,treten,VVFIN,546442.3173
wiederum,wiederum,ADV,546293
jährlich,jährlich,ADJD,545667
Keine,keine,PIAT,545637.3035
Schließlich,schließlich,ADV,544968
zugleich,zugleich,ADV,544755
Rund,rund,ADV,544387.2112
Eindruck,Eindruck,NN,543578
Position,Position,NN,542764
vermutlich,vermutlich,ADV,542103
Schluss,Schluß,NN,541980
arbeitet,arbeiten,VVFIN,541938.391
gebaut,bauen,VVPP,541800
Verhandlungen,Verhandlung,NN,541745.45
Zweiten,zweit,ADJA,541521.2865
com/,unknown,NE,541174.4445
angeboten,anbieten,VVPP,540959.9188
Moment,Moment,NN,540958.5315
denke,denken,VVFIN,540894
betont,betonen,VVFIN,540759.4983
hören,hören,VVINF,540615.389
einst,einst,ADV,539999.4781
Hoffnung,Hoffnung,NN,539744
Wegen,wegen,APPR,539370.4917
verhindern,verhindern,VVINF,539107.2916
zeigen,zeigen,VVFIN,538668.6208
Verkehr,Verkehr,NN,538219
400,400,CARD,538122
H.,H.,NE,537744.1883
45,45,CARD,537690
Wohnung,Wohnung,NN,537376
Matthias,Matthias,NE,537129
entschieden,entscheiden,VVPP,536848.0036
1000,1000,CARD,536519
Obwohl,obwohl,KOUS,536306
Wettbewerb,Wettbewerb,NN,535507
Finale,Finale,NN,534066.368
bisherigen,bisherig,ADJA,533852
eingeladen,einladen,VVPP,533685
Schutz,Schutz,NN,533517
gehe,gehen,VVFIN,532757
gemeinsamen,gemeinsam,ADJA,532707
schrieb,schreiben,VVFIN,532685
ziemlich,ziemlich,ADV,532506.7491
Stimme,Stimme,NN,532354.0876
Preise,Preis,NN,532107.0362
angesichts,angesichts,APPR,531796
plötzlich,plötzlich,ADJD,531766
Debatte,Debatte,NN,531728.0803
zahlreichen,zahlreich,ADJA,531603
Banken,Bank,NN,531490.7318
Suche,Suche,NN,531381.5766
Patienten,Patient,NN,531059.061
Besonders,besonders,ADV,530152
Israel,Israel,NE,529755
Vorschlag,Vorschlag,NN,529460
Bernd,Bernd,NE,528282
noch,noch,KON,527009.6559
Republik,Republik,NN,526688.8587
Russland,Rußland,NE,525727.9435
Spanien,Spanien,NE,525502.3409
manchmal,manchmal,ADV,525383
sucht,suchen,VVFIN,524866.3533
Ansicht,Ansicht,NN,524762.563
Ball,Ball,NN,523859
vertreten,vertreten,VVPP,523538.0068
nötig,nötig,ADJD,523455.3687
Verbindung,Verbindung,NN,523412
Jörg,Jörg,NE,523209
Washington,Washington,NE,522886
Studie,Studie,NN,522848
wahrscheinlich,wahrscheinlich,ADJD,522389
vorher,vorher,ADV,522199.981
dritte,dritt,ADJA,522172
diese,diese,PDS,521823.1187
Stimmung,Stimmung,NN,521624
darunter,darunter,PROAV,521200.0229
zählt,zählen,VVFIN,520860.126
außer,außer,APPR,520817
Münchner,Münchner,NN,519891
Gemeinderat,Gemeinderat,NN,519545
90/,@card@,CARD,519482
stammt,stammen,VVFIN,519295.274
Reise,Reis|Reise,NN,519022.2001
Deutschlands,Deutschland,NE,518440.0155
Leipzig,Leipzig,NE,518407.311
Aussage,Aussage,NN,518078.5085
See,See,NN,518047.2802
Natürlich,natürlich,ADV,517963.8197
Japan,Japan,NE,517917
Schneider,Schneider,NE,517482.5136
Ludwig,Ludwig,NE,517462.4083
Nachfolger,Nachfolger,NN,517360
Rheinland-Pfalz,Rheinland-Pfalz,NE,517132
Kurt,Kurt,NE,516736.9078
aktuellen,aktuell,ADJA,516517
forderte,fordern,VVFIN,515513
Merkel,Merkel,NE,514384
150,150,CARD,513839
Norden,Norden,NN,513651.9919
Initiative,Initiative,NN,513645.532
Ulrich,Ulrich,NE,513566
Grenze,Grenze,NN,513182.0682
entstand,entstehen,VVFIN,512821
aktiv,aktiv,ADJD,512260
Mrd.,Mrd.,NN,512121
kennt,kennen,VVFIN,511177.1913
schreiben,schreiben,VVINF,511139.8134
Staatsanwaltschaft,Staatsanwaltschaft,NN,511128
W.,W.,NE,510542
sehe,sehen,VVFIN,510203
erklärt,erklären,VVPP,510011.6949
dpa-Notizblock,unknown,NN,509940.5764
nennt,nennen,VVFIN,509184.6005
Geschäft,Geschäft,NN,509134.2509
ändern,ändern,VVINF,509109.1412
nutzen,nutzen,VVINF,508961.0697
aufs,aufs,APPRART,508842
Dienst,Dienst,NN,508463.4516
Kontakt,Kontakt,NN,508430.4169
nehmen,nehmen,VVFIN,508406.4634
gehörte,gehören,VVFIN,507794.4821
jüngsten,jung,ADJA,507489.9349
Bewegung,Bewegung,NN,507331
